#galaxy_name,2_XC_G,2_XC_G_ERROR,2_XC_R,2_XC_R_ERROR,2_XC_I,2_XC_I_ERROR,2_YC_G,2_YC_G_ERROR,2_YC_R,2_YC_R_ERROR,2_YC_I,2_YC_I_ERROR,2_MAG_G,2_MAG_G_ERROR,2_MAG_R,2_MAG_R_ERROR,2_MAG_I,2_MAG_I_ERROR,2_RE_G,2_RE_G_ERROR,2_RE_R,2_RE_R_ERROR,2_RE_I,2_RE_I_ERROR,2_N_G,2_N_G_ERROR,2_N_R,2_N_R_ERROR,2_N_I,2_N_I_ERROR,2_AR_G,2_AR_G_ERROR,2_AR_R,2_AR_R_ERROR,2_AR_I,2_AR_I_ERROR,2_PA_G,2_PA_G_ERROR,2_PA_R,2_PA_R_ERROR,2_PA_I,2_PA_I_ERROR,1_SKY_0,1_SKY_0_ERROR,1_SKY_1,1_SKY_1_ERROR,1_SKY_2,1_SKY_2_ERROR
NGC2639,227.4928,0.0066,322.4714,0.0066,294.8540,0.0066,163.3639,0.0039,247.5739,0.0039,214.9643,0.0039,12.8984,0.0007,12.2297,0.0005,11.7228,0.0006,43.4114,0.0529,44.3014,0.0335,45.1505,0.0512,2.0343,0.0025,2.1565,0.0015,2.2732,0.0024,0.5219,0.0002,0.5219,0.0002,0.5219,0.0002,-88.4090,0.0229,-88.4090,0.0229,-88.4090,0.0229,3.6384,0.,-0.8997,0.,0.7358,0.
